scene_id	family	gen_prompt	train_prompt	expected_count	subject_type	gate
street_skaters_trio	orbit_left	Three young skateboarders — a freckled boy, a Latino boy in a beanie, and a girl with green-dyed hair sitting close together on a low curb on a quiet, empty graffiti-painted street corner, skateboards across their laps. Eye-level long take with a side arc moving to the left around the subject. Midway through the shot, the three skaters turn to the viewer and flash a peace sign with grins. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three young skateboarders — a freckled boy, a Latino boy in a beanie, and a girl with green-dyed hair sitting close together on a low curb on a quiet, empty graffiti-painted street corner, skateboards across their laps. Eye-level long take. Midway through the shot, the three skaters turn to the viewer and flash a peace sign with grins. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
street_skaters_trio	orbit_right	Three young skateboarders — a freckled boy, a Latino boy in a beanie, and a girl with green-dyed hair sitting close together on a low curb on a quiet, empty graffiti-painted street corner, skateboards across their laps. Eye-level long take with a side arc moving to the right around the subject. Midway through the shot, the three skaters turn to the viewer and flash a peace sign with grins. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three young skateboarders — a freckled boy, a Latino boy in a beanie, and a girl with green-dyed hair sitting close together on a low curb on a quiet, empty graffiti-painted street corner, skateboards across their laps. Eye-level long take. Midway through the shot, the three skaters turn to the viewer and flash a peace sign with grins. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
office_breakroom_trio	static	Three coworkers — a tall Black man in a dress shirt, a petite East Asian woman with a bob, and an older white man in suspenders gathered around the counter of a bright, empty office breakroom holding coffee mugs. Eye-level long take. Midway through the shot, the three coworkers turn to the viewer and give an enthusiastic thumbs-up. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three coworkers — a tall Black man in a dress shirt, a petite East Asian woman with a bob, and an older white man in suspenders gathered around the counter of a bright, empty office breakroom holding coffee mugs. Eye-level long take. Midway through the shot, the three coworkers turn to the viewer and give an enthusiastic thumbs-up. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
office_breakroom_trio	pan_left	Three coworkers — a tall Black man in a dress shirt, a petite East Asian woman with a bob, and an older white man in suspenders gathered around the counter of a bright, empty office breakroom holding coffee mugs. Eye-level long take with a panning sweep from right to left. Midway through the shot, the three coworkers turn to the viewer and give an enthusiastic thumbs-up. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three coworkers — a tall Black man in a dress shirt, a petite East Asian woman with a bob, and an older white man in suspenders gathered around the counter of a bright, empty office breakroom holding coffee mugs. Eye-level long take. Midway through the shot, the three coworkers turn to the viewer and give an enthusiastic thumbs-up. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
office_breakroom_trio	pan_right	Three coworkers — a tall Black man in a dress shirt, a petite East Asian woman with a bob, and an older white man in suspenders gathered around the counter of a bright, empty office breakroom holding coffee mugs. Eye-level long take with a panning sweep from left to right. Midway through the shot, the three coworkers turn to the viewer and give an enthusiastic thumbs-up. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three coworkers — a tall Black man in a dress shirt, a petite East Asian woman with a bob, and an older white man in suspenders gathered around the counter of a bright, empty office breakroom holding coffee mugs. Eye-level long take. Midway through the shot, the three coworkers turn to the viewer and give an enthusiastic thumbs-up. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
office_breakroom_trio	dolly	Three coworkers — a tall Black man in a dress shirt, a petite East Asian woman with a bob, and an older white man in suspenders gathered around the counter of a bright, empty office breakroom holding coffee mugs. Eye-level long take with a forward dolly, advancing through the scene toward the subject. Midway through the shot, the three coworkers turn to the viewer and give an enthusiastic thumbs-up. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three coworkers — a tall Black man in a dress shirt, a petite East Asian woman with a bob, and an older white man in suspenders gathered around the counter of a bright, empty office breakroom holding coffee mugs. Eye-level long take. Midway through the shot, the three coworkers turn to the viewer and give an enthusiastic thumbs-up. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
office_breakroom_trio	orbit_left	Three coworkers — a tall Black man in a dress shirt, a petite East Asian woman with a bob, and an older white man in suspenders gathered around the counter of a bright, empty office breakroom holding coffee mugs. Eye-level long take with a side arc moving to the left around the subject. Midway through the shot, the three coworkers turn to the viewer and give an enthusiastic thumbs-up. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three coworkers — a tall Black man in a dress shirt, a petite East Asian woman with a bob, and an older white man in suspenders gathered around the counter of a bright, empty office breakroom holding coffee mugs. Eye-level long take. Midway through the shot, the three coworkers turn to the viewer and give an enthusiastic thumbs-up. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
office_breakroom_trio	orbit_right	Three coworkers — a tall Black man in a dress shirt, a petite East Asian woman with a bob, and an older white man in suspenders gathered around the counter of a bright, empty office breakroom holding coffee mugs. Eye-level long take with a side arc moving to the right around the subject. Midway through the shot, the three coworkers turn to the viewer and give an enthusiastic thumbs-up. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three coworkers — a tall Black man in a dress shirt, a petite East Asian woman with a bob, and an older white man in suspenders gathered around the counter of a bright, empty office breakroom holding coffee mugs. Eye-level long take. Midway through the shot, the three coworkers turn to the viewer and give an enthusiastic thumbs-up. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
basketball_court_trio	static	Three teenagers in basketball jerseys, one tall and Black, one short and Filipino, one redheaded and freckled standing on an empty outdoor basketball court holding a ball. Eye-level long take. Midway through the shot, the three players turn to the viewer and pump their fists in the air, cheering. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three teenagers in basketball jerseys, one tall and Black, one short and Filipino, one redheaded and freckled standing on an empty outdoor basketball court holding a ball. Eye-level long take. Midway through the shot, the three players turn to the viewer and pump their fists in the air, cheering. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
basketball_court_trio	pan_left	Three teenagers in basketball jerseys, one tall and Black, one short and Filipino, one redheaded and freckled standing on an empty outdoor basketball court holding a ball. Eye-level long take with a panning sweep from right to left. Midway through the shot, the three players turn to the viewer and pump their fists in the air, cheering. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three teenagers in basketball jerseys, one tall and Black, one short and Filipino, one redheaded and freckled standing on an empty outdoor basketball court holding a ball. Eye-level long take. Midway through the shot, the three players turn to the viewer and pump their fists in the air, cheering. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
basketball_court_trio	pan_right	Three teenagers in basketball jerseys, one tall and Black, one short and Filipino, one redheaded and freckled standing on an empty outdoor basketball court holding a ball. Eye-level long take with a panning sweep from left to right. Midway through the shot, the three players turn to the viewer and pump their fists in the air, cheering. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three teenagers in basketball jerseys, one tall and Black, one short and Filipino, one redheaded and freckled standing on an empty outdoor basketball court holding a ball. Eye-level long take. Midway through the shot, the three players turn to the viewer and pump their fists in the air, cheering. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
basketball_court_trio	dolly	Three teenagers in basketball jerseys, one tall and Black, one short and Filipino, one redheaded and freckled standing on an empty outdoor basketball court holding a ball. Eye-level long take with a forward dolly, advancing through the scene toward the subject. Midway through the shot, the three players turn to the viewer and pump their fists in the air, cheering. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three teenagers in basketball jerseys, one tall and Black, one short and Filipino, one redheaded and freckled standing on an empty outdoor basketball court holding a ball. Eye-level long take. Midway through the shot, the three players turn to the viewer and pump their fists in the air, cheering. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
basketball_court_trio	orbit_left	Three teenagers in basketball jerseys, one tall and Black, one short and Filipino, one redheaded and freckled standing on an empty outdoor basketball court holding a ball. Eye-level long take with a side arc moving to the left around the subject. Midway through the shot, the three players turn to the viewer and pump their fists in the air, cheering. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three teenagers in basketball jerseys, one tall and Black, one short and Filipino, one redheaded and freckled standing on an empty outdoor basketball court holding a ball. Eye-level long take. Midway through the shot, the three players turn to the viewer and pump their fists in the air, cheering. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
basketball_court_trio	orbit_right	Three teenagers in basketball jerseys, one tall and Black, one short and Filipino, one redheaded and freckled standing on an empty outdoor basketball court holding a ball. Eye-level long take with a side arc moving to the right around the subject. Midway through the shot, the three players turn to the viewer and pump their fists in the air, cheering. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three teenagers in basketball jerseys, one tall and Black, one short and Filipino, one redheaded and freckled standing on an empty outdoor basketball court holding a ball. Eye-level long take. Midway through the shot, the three players turn to the viewer and pump their fists in the air, cheering. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
backyard_bbq_trio	static	Three neighbors — a burly bald man holding a spatula, a curvy Latina woman with hoop earrings, and a slim older Indian man standing around a smoking grill in a suburban backyard. Eye-level long take. Midway through the shot, the three neighbors turn to the viewer and clap warmly in greeting. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three neighbors — a burly bald man holding a spatula, a curvy Latina woman with hoop earrings, and a slim older Indian man standing around a smoking grill in a suburban backyard. Eye-level long take. Midway through the shot, the three neighbors turn to the viewer and clap warmly in greeting. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
backyard_bbq_trio	pan_left	Three neighbors — a burly bald man holding a spatula, a curvy Latina woman with hoop earrings, and a slim older Indian man standing around a smoking grill in a suburban backyard. Eye-level long take with a panning sweep from right to left. Midway through the shot, the three neighbors turn to the viewer and clap warmly in greeting. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three neighbors — a burly bald man holding a spatula, a curvy Latina woman with hoop earrings, and a slim older Indian man standing around a smoking grill in a suburban backyard. Eye-level long take. Midway through the shot, the three neighbors turn to the viewer and clap warmly in greeting. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
backyard_bbq_trio	pan_right	Three neighbors — a burly bald man holding a spatula, a curvy Latina woman with hoop earrings, and a slim older Indian man standing around a smoking grill in a suburban backyard. Eye-level long take with a panning sweep from left to right. Midway through the shot, the three neighbors turn to the viewer and clap warmly in greeting. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three neighbors — a burly bald man holding a spatula, a curvy Latina woman with hoop earrings, and a slim older Indian man standing around a smoking grill in a suburban backyard. Eye-level long take. Midway through the shot, the three neighbors turn to the viewer and clap warmly in greeting. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
backyard_bbq_trio	dolly	Three neighbors — a burly bald man holding a spatula, a curvy Latina woman with hoop earrings, and a slim older Indian man standing around a smoking grill in a suburban backyard. Eye-level long take with a forward dolly, advancing through the scene toward the subject. Midway through the shot, the three neighbors turn to the viewer and clap warmly in greeting. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three neighbors — a burly bald man holding a spatula, a curvy Latina woman with hoop earrings, and a slim older Indian man standing around a smoking grill in a suburban backyard. Eye-level long take. Midway through the shot, the three neighbors turn to the viewer and clap warmly in greeting. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
backyard_bbq_trio	orbit_left	Three neighbors — a burly bald man holding a spatula, a curvy Latina woman with hoop earrings, and a slim older Indian man standing around a smoking grill in a suburban backyard. Eye-level long take with a side arc moving to the left around the subject. Midway through the shot, the three neighbors turn to the viewer and clap warmly in greeting. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three neighbors — a burly bald man holding a spatula, a curvy Latina woman with hoop earrings, and a slim older Indian man standing around a smoking grill in a suburban backyard. Eye-level long take. Midway through the shot, the three neighbors turn to the viewer and clap warmly in greeting. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
backyard_bbq_trio	orbit_right	Three neighbors — a burly bald man holding a spatula, a curvy Latina woman with hoop earrings, and a slim older Indian man standing around a smoking grill in a suburban backyard. Eye-level long take with a side arc moving to the right around the subject. Midway through the shot, the three neighbors turn to the viewer and clap warmly in greeting. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three neighbors — a burly bald man holding a spatula, a curvy Latina woman with hoop earrings, and a slim older Indian man standing around a smoking grill in a suburban backyard. Eye-level long take. Midway through the shot, the three neighbors turn to the viewer and clap warmly in greeting. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
university_quad_trio	static	Three students — a Black man in glasses, a young woman in a hijab, and a punk with a mohawk lounging on the grass of a near-empty university quad with backpacks beside them. Eye-level long take. Midway through the shot, the three students turn to the viewer and shrug with wry smiles. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three students — a Black man in glasses, a young woman in a hijab, and a punk with a mohawk lounging on the grass of a near-empty university quad with backpacks beside them. Eye-level long take. Midway through the shot, the three students turn to the viewer and shrug with wry smiles. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
university_quad_trio	pan_left	Three students — a Black man in glasses, a young woman in a hijab, and a punk with a mohawk lounging on the grass of a near-empty university quad with backpacks beside them. Eye-level long take with a panning sweep from right to left. Midway through the shot, the three students turn to the viewer and shrug with wry smiles. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three students — a Black man in glasses, a young woman in a hijab, and a punk with a mohawk lounging on the grass of a near-empty university quad with backpacks beside them. Eye-level long take. Midway through the shot, the three students turn to the viewer and shrug with wry smiles. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
university_quad_trio	pan_right	Three students — a Black man in glasses, a young woman in a hijab, and a punk with a mohawk lounging on the grass of a near-empty university quad with backpacks beside them. Eye-level long take with a panning sweep from left to right. Midway through the shot, the three students turn to the viewer and shrug with wry smiles. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three students — a Black man in glasses, a young woman in a hijab, and a punk with a mohawk lounging on the grass of a near-empty university quad with backpacks beside them. Eye-level long take. Midway through the shot, the three students turn to the viewer and shrug with wry smiles. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
university_quad_trio	dolly	Three students — a Black man in glasses, a young woman in a hijab, and a punk with a mohawk lounging on the grass of a near-empty university quad with backpacks beside them. Eye-level long take with a forward dolly, advancing through the scene toward the subject. Midway through the shot, the three students turn to the viewer and shrug with wry smiles. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three students — a Black man in glasses, a young woman in a hijab, and a punk with a mohawk lounging on the grass of a near-empty university quad with backpacks beside them. Eye-level long take. Midway through the shot, the three students turn to the viewer and shrug with wry smiles. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
university_quad_trio	orbit_left	Three students — a Black man in glasses, a young woman in a hijab, and a punk with a mohawk lounging on the grass of a near-empty university quad with backpacks beside them. Eye-level long take with a side arc moving to the left around the subject. Midway through the shot, the three students turn to the viewer and shrug with wry smiles. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three students — a Black man in glasses, a young woman in a hijab, and a punk with a mohawk lounging on the grass of a near-empty university quad with backpacks beside them. Eye-level long take. Midway through the shot, the three students turn to the viewer and shrug with wry smiles. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
university_quad_trio	orbit_right	Three students — a Black man in glasses, a young woman in a hijab, and a punk with a mohawk lounging on the grass of a near-empty university quad with backpacks beside them. Eye-level long take with a side arc moving to the right around the subject. Midway through the shot, the three students turn to the viewer and shrug with wry smiles. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	Three students — a Black man in glasses, a young woman in a hijab, and a punk with a mohawk lounging on the grass of a near-empty university quad with backpacks beside them. Eye-level long take. Midway through the shot, the three students turn to the viewer and shrug with wry smiles. These are the only people in the scene; the surroundings are open and calm. They hold a relaxed photo pose, bodies settled and steady, gesturing with their hands. Photoreal, natural lighting.	3	human	person
